0.85834364772697,0.41608472141255,3.2379942786591,6,-162,-100
0.59008586667016,0.88217168854651,2.9077181561886,75,22,177
0.54504977517996,0.18239039377421,3.4535615579009,94,-124,137
0.98281187889297,0.17114404736606,3.4649500073702,-180,-39,152
0.5156842887009,0.25684966997097,2.7642546753698,95,-67,49
0.98044350509552,0.90715099587438,2.9736863823951,-6,-77,121
0.52468367783571,0.17532914605705,3.413874332753,82,-166,153
0.82396966676413,0.90718854726627,3.2311190467938,150,-120,-83
0.68381604397847,0.2098754202993,2.6425836692297,57,-165,147
0.41164775910398,0.52402355639451,3.1600359192398,20,23,-43
0.37513612274785,0.58681621895489,3.1276778604964,-3,120,58
0.68822025726001,0.031645619790836,2.751739677159,65,114,-140
0.86502980294872,0.73506690642567,2.737750726397,-75,143,-145
0.026824085054372,0.70125508713594,2.9607862413213,-1,39,110
0.64086998097639,0.00083256419786837,3.2435129292978,8,56,130
0.9855319508284,0.23913242073689,3.4199821180291,67,44,-114
