1071 4
-0.0168 -0.6014 0.1653 0.7815
-0.4889 -0.3434 0.6841 0.4183
-0.6341 -0.1475 -0.745 -0.1456
0.9018 0.1411 0.3745 -0.1633
0.9084 0.2014 -0.0793 0.3578
0.7533 0.4671 -0.3778 -0.2675
-0.3604 -0.5957 -0.4094 -0.5897
-0.204 0.7612 0.1593 -0.5947
0.6874 0.0795 0.489 -0.5311
0.7123 -0.0117 0.6931 0.11
0.427 0.3588 0.2956 0.7756
0.6922 0.4026 0.5633 -0.2038
0.4861 -0.0136 -0.1316 -0.8638
0.2453 0.9478 0.2036 -0.0067
0.6799 -0.4725 0.3855 0.4074
0.5699 0.4223 -0.5595 -0.4288
0.3676 -0.2388 -0.7538 0.4895
0.7067 0.0247 0.7067 0.0247
0.7589 -0.2377 0.6061 -0.0153
0.3257 0.5308 0.4584 -0.6341
-0.0811 0.6158 -0.7301 0.2851
-0.1569 -0.6754 -0.0349 0.7197
0.0086 -0.6627 -0.0161 0.7487
0.386 -0.8106 0.221 -0.3808
0.197 0.7273 -0.1918 -0.6288
0.6714 -0.2732 -0.0974 -0.682
0.5198 0.247 0.8145 0.0733
0.5591 0.1582 -0.1633 0.7973
0.2451 -0.1066 -0.3842 -0.8837
0.5713 -0.1945 0.7564 0.2524
0.0217 -0.3877 0.4546 0.8016
0.6739 0.7362 -0.0391 0.0477
0.6704 0.3067 0.3024 -0.6041
0.8442 0.326 0.4059 -0.128
0.5784 0.0587 -0.4122 -0.7015
-0.3104 -0.5924 0.3958 -0.6294
-0.2706 0.3507 -0.228 -0.8671
-0.4863 0.7239 -0.1693 -0.4591
-0.5156 -0.3659 -0.2418 -0.7361
-0.1492 -0.8849 -0.1829 0.4016
-0.3475 0.3897 0.7191 -0.4586
0.7323 -0.3543 0.418 0.4045
0.8349 0.1053 0.5288 0.1107
-0.5042 0.4004 -0.3628 -0.6737
-0.0124 0.7335 -0.0371 -0.6785
-0.8351 -0.1898 0.0541 -0.5134
-0.722 0.3924 -0.0807 0.5642
-0.4524 0.6052 -0.3563 0.5497
-0.6705 0.2404 -0.6584 0.2432
0.1756 0.217 -0.7876 -0.5493
0.518 -0.046 -0.2726 -0.8095
0.8326 0.0978 0.5431 0.0468
-0.5625 -0.6829 -0.1972 -0.4223
0.5875 0.2785 0.7255 0.2255
0.9547 0.0528 -0.0972 0.2764
0.446 0.1928 0.7622 -0.4277
-0.1288 -0.8106 0.0042 0.5712
0.0249 -0.56 -0.144 0.8155
-0.4258 0.7563 -0.129 -0.4797
0.7004 -0.3391 0.1655 -0.6058
-0.5242 -0.6854 -0.0564 0.5023
