983 4
0.7064 -0.7064 -0.0315 0.0315
0.5801 -0.5801 -0.4044 0.4044
0.6924 -0.6924 -0.1433 0.1433
-0.1608 0.1608 -0.6886 0.6886
0.5012 -0.5012 -0.4988 0.4988
-0.022 0.022 0.7068 -0.7068
0.7016 -0.7016 -0.0881 0.0881
-0.0548 0.0548 0.705 -0.705
0.4913 -0.4913 -0.5085 0.5085
0.1514 -0.1514 0.6907 -0.6907
0.7046 -0.7046 0.0596 -0.0596
0.0459 -0.0459 -0.7056 0.7056
-0.2851 0.2851 -0.6471 0.6471
-0.4205 0.4205 -0.5685 0.5685
0.6981 -0.6981 -0.1126 0.1126
0.665 -0.665 0.2404 -0.2404
0.0978 -0.0978 0.7003 -0.7003
0.5205 -0.5205 -0.4786 0.4786
0.0487 -0.0487 -0.7054 0.7054
-0.0139 0.0139 -0.707 0.707
-0.1431 0.1431 0.6925 -0.6925
0.2188 -0.2188 0.6724 -0.6724
0.6477 -0.6477 0.2837 -0.2837
-0.388 0.388 0.5912 -0.5912
-0.3865 0.3865 0.5921 -0.5921
0.5017 -0.5017 -0.4983 0.4983
0.0122 -0.0122 0.707 -0.707
0.605 -0.605 -0.366 0.366
0.6244 -0.6244 -0.3319 0.3319
-0.1254 0.1254 0.6959 -0.6959
0.5438 -0.5438 -0.4519 0.4519
0.5389 -0.5389 0.4578 -0.4578
0.688 -0.688 0.1634 -0.1634
-0.1633 0.1633 -0.688 0.688
-0.4643 0.4643 -0.5333 0.5333
0.5568 -0.5568 -0.4358 0.4358
0.7038 -0.7038 -0.0681 0.0681
-0.0133 0.0133 0.707 -0.707
0.2325 -0.2325 0.6678 -0.6678
0.6114 -0.6114 -0.3552 0.3552
0.6548 -0.6548 -0.2669 0.2669
0.5909 -0.5909 0.3883 -0.3883
0.6929 -0.6929 -0.1408 0.1408
-0.1365 0.1365 0.6938 -0.6938
0.6357 -0.6357 0.3097 -0.3097
0.5093 -0.5093 0.4905 -0.4905
0.2827 -0.2827 0.6482 -0.6482
-0.3375 0.3375 -0.6214 0.6214
0.6773 -0.6773 0.2032 -0.2032
0.5055 -0.5055 0.4945 -0.4945
0.4727 -0.4727 0.5259 -0.5259
0.6559 -0.6559 0.2642 -0.2642
-0.3671 0.3671 0.6044 -0.6044
0.6802 -0.6802 0.1933 -0.1933
0.0491 -0.0491 0.7054 -0.7054
-0.1269 0.1269 -0.6956 0.6956
-0.3652 0.3652 0.6055 -0.6055
0.2896 -0.2896 0.6451 -0.6451
-0.0395 0.0395 0.706 -0.706
0.6433 -0.6433 -0.2936 0.2936
0.6445 -0.6445 0.2908 -0.2908
0.5377 -0.5377 0.4592 -0.4592
0.6889 -0.6889 -0.1592 0.1592
0.1582 -0.1582 -0.6892 0.6892
0.6504 -0.6504 -0.2776 0.2776
0.6292 -0.6292 -0.3227 0.3227
0.5888 -0.5888 -0.3916 0.3916
0.5714 -0.5714 0.4166 -0.4166
0.5274 -0.5274 -0.471 0.471
0.1076 -0.1076 -0.6989 0.6989
0.0106 -0.0106 -0.707 0.707
-0.4126 0.4126 0.5743 -0.5743
-0.4837 0.4837 -0.5158 0.5158
-0.15 0.15 0.691 -0.691
-0.4177 0.4177 0.5705 -0.5705
0.6957 -0.6957 0.1264 -0.1264
0.3832 -0.3832 0.5943 -0.5943
0.6849 -0.6849 0.1757 -0.1757
0.1571 -0.1571 -0.6894 0.6894
-0.0753 0.0753 -0.7031 0.7031
0.6831 -0.6831 0.1826 -0.1826
0.6 -0.6 -0.3742 0.3742
-0.4926 0.4926 -0.5073 0.5073
0.6322 -0.6322 0.3168 -0.3168
-0.3199 0.3199 0.6306 -0.6306
0.6826 -0.6826 -0.1845 0.1845
0.6732 -0.6732 -0.2163 0.2163
0.4835 -0.4835 0.516 -0.516
-0.2815 0.2815 0.6487 -0.6487
0.6913 -0.6913 0.1486 -0.1486
0.7035 -0.7035 -0.0717 0.0717
-0.4848 0.4848 0.5148 -0.5148
0.2668 -0.2668 -0.6548 0.6548
-0.2213 0.2213 -0.6716 0.6716
-0.4936 0.4936 0.5064 -0.5064
0.707 -0.707 0.011 -0.011
0.7071 -0.7071 0.0049 -0.0049
0.19 -0.19 0.6811 -0.6811
0.0547 -0.0547 0.705 -0.705
0.0759 -0.0759 0.703 -0.703
0.4728 -0.4728 -0.5258 0.5258
0.646 -0.646 0.2875 -0.2875
-0.2161 0.2161 0.6733 -0.6733
0.7014 -0.7014 -0.0899 0.0899
-0.0199 0.0199 0.7068 -0.7068
0.6476 -0.6476 0.2839 -0.2839
0.3365 -0.3365 0.6219 -0.6219
-0.3648 0.3648 0.6058 -0.6058
0.5003 -0.5003 -0.4997 0.4997
0.6904 -0.6904 -0.1529 0.1529
-0.1321 0.1321 -0.6947 0.6947
0.5278 -0.5278 0.4705 -0.4705
-0.4456 0.4456 -0.5491 0.5491
0.542 -0.542 0.4541 -0.4541
0.5146 -0.5146 0.4849 -0.4849
0.6886 -0.6886 -0.1609 0.1609
-0.2462 0.2462 0.6629 -0.6629
0.5707 -0.5707 0.4175 -0.4175
0.6444 -0.6444 -0.2911 0.2911
0.706 -0.706 -0.0404 0.0404
-0.3526 0.3526 0.6129 -0.6129
-0.1658 0.1658 0.6874 -0.6874
0.3857 -0.3857 -0.5927 0.5927
0.1134 -0.1134 -0.698 0.698
0.6266 -0.6266 -0.3276 0.3276
0.6799 -0.6799 0.1941 -0.1941
0.6013 -0.6013 0.3721 -0.3721
0.6517 -0.6517 0.2743 -0.2743
-0.0142 0.0142 0.707 -0.707
0.5019 -0.5019 -0.4981 0.4981
0.2465 -0.2465 -0.6628 0.6628
0.6972 -0.6972 0.1179 -0.1179
0.0805 -0.0805 0.7025 -0.7025
0.7071 -0.7071 -0.0002 0.0002
0.7069 -0.7069 -0.0172 0.0172
0.7071 -0.7071 -0.0027 0.0027
0.6049 -0.6049 0.3662 -0.3662
0.5687 -0.5687 -0.4202 0.4202
0.707 -0.707 -0.0113 0.0113
0.6743 -0.6743 0.2128 -0.2128
0.2608 -0.2608 -0.6573 0.6573
-0.034 0.034 -0.7063 0.7063
0.3165 -0.3165 0.6323 -0.6323
0.6334 -0.6334 0.3144 -0.3144
0.4956 -0.4956 0.5044 -0.5044
0.2774 -0.2774 -0.6504 0.6504
0.5062 -0.5062 -0.4937 0.4937
0.7049 -0.7049 -0.0556 0.0556
-0.0241 0.0241 0.7067 -0.7067
0.0861 -0.0861 -0.7018 0.7018
0.0244 -0.0244 -0.7067 0.7067
-0.0556 0.0556 -0.7049 0.7049
0.4368 -0.4368 0.556 -0.556
-0.2965 0.2965 0.6419 -0.6419
0.0079 -0.0079 0.7071 -0.7071
0.5803 -0.5803 -0.404 0.404
-0.3587 0.3587 0.6094 -0.6094
-0.488 0.488 0.5117 -0.5117
-0.3825 0.3825 0.5947 -0.5947
-0.291 0.291 0.6444 -0.6444
0.109 -0.109 -0.6987 0.6987
0.5501 -0.5501 0.4443 -0.4443
0.2436 -0.2436 -0.6638 0.6638
0.5084 -0.5084 -0.4914 0.4914
0.5373 -0.5373 0.4597 -0.4597
-0.3896 0.3896 0.5901 -0.5901
0.2505 -0.2505 0.6612 -0.6612
0.557 -0.557 0.4355 -0.4355
-0.005 0.005 -0.7071 0.7071
-0.4637 0.4637 0.5338 -0.5338
0.5924 -0.5924 0.3861 -0.3861
0.6243 -0.6243 0.3321 -0.3321
0.5069 -0.5069 -0.493 0.493
0.5338 -0.5338 -0.4637 0.4637
-0.2929 0.2929 0.6436 -0.6436
0.6417 -0.6417 0.2971 -0.2971
0.4527 -0.4527 0.5432 -0.5432
-0.011 0.011 0.707 -0.707
0.6869 -0.6869 -0.1678 0.1678
0.4803 -0.4803 -0.519 0.519
-0.3042 0.3042 0.6383 -0.6383
0.647 -0.647 0.2853 -0.2853
0.7067 -0.7067 0.0227 -0.0227
0.5747 -0.5747 -0.412 0.412
0.6882 -0.6882 0.1625 -0.1625
